brand,model,model_year,list_price,color,configuration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,vin_number,image_link,dealer_address
Ford,EcoSport,2020,24749,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,47561,,MAJ6S3KL4LC383379,,
Jaguar,F-Pace,2020,49990,White,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,11000,,SADCX2GX0LA660498,,
Acura,TLX,2015,21495,Blue,,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,104575,,19UUB3F78FA804228,,
Ford,F-150,2018,22995,White,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,235128,,1ftfw1e52jfd05677,,
Toyota,Highlander,2021,62990,Blue,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,35234,,5TDFZRBH6MS126163,,
Mercedes-Benz,M-Class,2001,1900,"SUV, Crossover",,Used,All-wheel drive (AWD),Automatic,,,261000,,,,
Ford,Escape,2014,8875,,,Used,,,,,164100,,,,
Volvo,S60,2005,4800,Grey,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,260300,,,,
Toyota,Corolla,2008,1234,,,Used,,,,,250000,,,,
Toyota,Corolla,2009,0,,,Used,,,,,250000,,,,
Lincoln,Town Car,2003,5400,Grey,,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,185,,,,
Mitsubishi,Lancer,2013,6990,Red,,Used,Sedan,Front-wheel drive (FWD),Gasoline,JA32U2FU0DU606169,166368,,T600262A,,
Mitsubishi,RVR,2022,33990,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,26000,,JA4AJVAW1NU606886,,
BMW,X4,2016,26990,Silver,,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,118500,,5UXXW3C57G0R22750,,
Kia,Optima,2012,9990,Sedan,,Used,Front-wheel drive (FWD),Automatic,Hybrid-Electric,KNAGM4AD1C5015199,144412,,U5639,,
Ford,F-150,2012,6778,Pickup Truck,,Used,4 x 4,Automatic,Gasoline,1FTFX1EF1CFA77485,291231,,NF30673A,,
Chevrolet,Silverado 1500,2020,44995,Black,,Used,Pickup Truck,4 x 4,Automatic,Gasoline,78449,,1GCPYCEF0LZ279777,,
Mitsubishi,Outlander,2020,27995,White,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,67185,,JA4AZ2A36LZ613152,,
Porsche,Cayman,2011,49990,Silver,,Used,Sedan,Rear-wheel drive (RWD),Gasoline,WP0AA2A89BU760862,59000,,LN381413A,,
Land Rover,Discovery,2017,30990,Grey,,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,135149,,SALRRBBV7HA036963,,
Mazda,Mazda3 Sport,2015,8990,Blue,,Used,Hatchback,Front-wheel drive (FWD),Manual,Gasoline,217792,,3MZBM1L73FM152367,,
